Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,51.470001220703125,52.09000015258789,51.09000015258789,51.29999923706055,30.870691299438477,3403700
2012-01-04,50.81999969482422,51.70000076293945,50.40999984741211,51.5,30.991044998168945,2967900
2012-01-05,51.060001373291016,52.959999084472656,50.619998931884766,52.540000915527344,31.61688232421875,3350500
2012-01-06,52.630001068115234,53.40999984741211,52.20000076293945,52.72999954223633,31.73122787475586,3103800
2012-01-09,52.81999969482422,53.029998779296875,52.060001373291016,52.2599983215332,31.448375701904297,2555900
2012-01-10,53.20000076293945,53.79999923706055,53.040000915527344,53.41999816894531,32.14644241333008,3341200
2012-01-11,53.20000076293945,54.47999954223633,52.970001220703125,54.349998474121094,32.706092834472656,3828700
2012-01-12,54.560001373291016,55.16999816894531,54.45000076293945,55.11000061035156,33.16343307495117,3998900
2012-01-13,54.36000061035156,55.5099983215332,53.34000015258789,55.25,33.247684478759766,3697000
2012-01-17,55.66999816894531,55.959999084472656,54.40999984741211,54.630001068115234,32.87458038330078,3647500
2012-01-18,54.4900016784668,56.310001373291016,54.2599983215332,56.119998931884766,33.77121353149414,3639100
2012-01-19,56.439998626708984,57.310001373291016,56.38999938964844,56.939998626708984,34.26466369628906,2990700
2012-01-20,56.779998779296875,57.959999084472656,56.66999816894531,57.36000061035156,34.51740264892578,3764500
2012-01-23,57.27000045776367,58.720001220703125,57.150001525878906,58.25,35.0529899597168,2799500
2012-01-24,57.68000030517578,58.369998931884766,57.34000015258789,58.08000183105469,34.95067596435547,2601500
2012-01-25,57.790000915527344,58.130001068115234,56.849998474121094,57.779998779296875,34.770145416259766,4517900
2012-01-26,57.9900016784668,58.349998474121094,53.70000076293945,55.59000015258789,33.4522819519043,10553000
2012-01-27,55.18000030517578,57.5099983215332,55.09000015258789,57.220001220703125,34.43317794799805,6569800
2012-01-30,56.52000045776367,57.599998474121094,56.02000045776367,57.380001068115234,34.52944564819336,3292200
2012-01-31,57.869998931884766,58.20000076293945,56.90999984741211,57.2400016784668,34.44519805908203,4575900
2012-02-01,57.900001525878906,58.86000061035156,57.5,58.33000183105469,35.10111999511719,2573300
2012-02-02,58.34000015258789,58.59000015258789,57.900001525878906,58.31999969482422,35.0951042175293,2415400
2012-02-03,59.0,59.970001220703125,58.9900016784668,59.869998931884766,36.02784729003906,4234800
2012-02-06,59.34000015258789,60.0,59.11000061035156,59.9900016784668,36.10004425048828,2993000
2012-02-07,59.599998474121094,60.68000030517578,59.45000076293945,60.43000030517578,36.36483383178711,2594400
2012-02-08,60.369998931884766,60.779998779296875,59.869998931884766,60.540000915527344,36.4310302734375,3721600
2012-02-09,60.83000183105469,61.22999954223633,58.29999923706055,59.849998474121094,36.01580810546875,4591000
2012-02-10,59.02000045776367,59.20000076293945,58.5099983215332,59.0,35.504310607910156,2773700
2012-02-13,59.150001525878906,60.5099983215332,59.150001525878906,60.16999816894531,36.2083740234375,3685900
2012-02-14,59.869998931884766,60.13999938964844,58.47999954223633,59.40999984741211,35.75103759765625,3059600
2012-02-15,59.7599983215332,60.619998931884766,59.72999954223633,60.20000076293945,36.22642517089844,3592400
2012-02-16,60.040000915527344,60.91999816894531,59.75,60.91999816894531,36.659698486328125,2804800
2012-02-17,61.04999923706055,61.5,60.77000045776367,61.38999938964844,36.94253921508789,2924700
2012-02-21,61.5,61.7400016784668,61.04999923706055,61.36000061035156,36.92447280883789,2780200
2012-02-22,61.36000061035156,61.59000015258789,60.689998626708984,60.83000183105469,36.60554504394531,2441900
2012-02-23,60.83000183105469,61.31999969482422,60.380001068115234,61.2400016784668,36.85227584838867,1996500
2012-02-24,61.119998931884766,61.56999969482422,60.65999984741211,61.09000015258789,36.76199722290039,2374800
2012-02-27,60.41999816894531,60.81999969482422,60.16999816894531,60.619998931884766,36.47916030883789,3155000
2012-02-28,60.7599983215332,61.41999816894531,60.45000076293945,61.310001373291016,36.89438247680664,2266300
2012-02-29,61.5,62.029998779296875,61.04999923706055,61.15999984741211,36.80412673950195,3408500
2012-03-01,61.36000061035156,62.689998626708984,61.27000045776367,62.0099983215332,37.315635681152344,3139100
2012-03-02,61.9900016784668,62.119998931884766,61.13999938964844,61.34000015258789,36.912445068359375,1825200
2012-03-05,61.150001525878906,62.150001525878906,60.900001525878906,61.529998779296875,37.02677536010742,2285400
2012-03-06,60.4900016784668,60.4900016784668,59.58000183105469,59.75,35.95564270019531,3210800
2012-03-07,60.0,60.939998626708984,59.72999954223633,60.779998779296875,36.575462341308594,2374500
2012-03-08,61.220001220703125,61.970001220703125,60.779998779296875,61.880001068115234,37.23739242553711,2576600
2012-03-09,62.369998931884766,62.599998474121094,61.75,61.970001220703125,37.291561126708984,3093600
2012-03-12,61.77000045776367,61.880001068115234,60.900001525878906,61.220001220703125,36.840240478515625,2642200
2012-03-13,61.7599983215332,63.11000061035156,61.56999969482422,63.06999969482422,37.9535026550293,3326100
2012-03-14,61.9900016784668,62.59000015258789,60.439998626708984,61.58000183105469,37.05686569213867,5207900
2012-03-15,61.86000061035156,63.54999923706055,61.29999923706055,63.2400016784668,38.05581283569336,4668700
2012-03-16,63.459999084472656,64.58000183105469,63.34000015258789,63.709999084472656,38.33863830566406,3365100
2012-03-19,63.79999923706055,64.5,63.70000076293945,64.11000061035156,38.57933807373047,2380600
2012-03-20,63.459999084472656,64.76000213623047,62.93000030517578,64.6500015258789,38.90428924560547,3809700
2012-03-21,64.83000183105469,65.16999816894531,63.810001373291016,63.88999938964844,38.44694519042969,3036000
2012-03-22,63.41999816894531,63.560001373291016,62.599998474121094,62.880001068115234,37.83917236328125,3192000
2012-03-23,62.97999954223633,63.279998779296875,62.58000183105469,62.9900016784668,37.905364990234375,3936500
2012-03-26,63.849998474121094,64.16000366210938,63.61000061035156,64.05000305175781,38.54323959350586,2626900
2012-03-27,64.25,64.48999786376953,63.54999923706055,63.54999923706055,38.24235153198242,3010700
2012-03-28,63.400001525878906,63.83000183105469,62.709999084472656,63.41999816894531,38.16412353515625,2552200
2012-03-29,62.869998931884766,62.869998931884766,61.939998626708984,62.7599983215332,37.7669563293457,2796000
